,client_id,age,job,marital,education,credit_default,mortgage
1285,1285,27,housemaid,married,basic_9y,False,True
1286,1286,35,blue-collar,married,basic_9y,False,True
1287,1287,45,services,married,basic_9y,False,True
1288,1288,30,services,single,high_school,False,True
1289,1289,60,entrepreneur,married,basic_4y,False,True
1290,1290,28,services,single,unknown,False,True
1291,1291,45,blue-collar,married,basic_4y,False,False
1292,1292,37,unemployed,married,professional_course,False,False
1293,1293,37,unemployed,married,professional_course,False,False
1294,1294,36,services,married,basic_6y,False,True
1295,1295,49,blue-collar,married,basic_4y,False,True
1296,1296,35,services,married,professional_course,False,True
1297,1297,34,admin_,single,high_school,False,False
1298,1298,31,blue-collar,married,basic_9y,False,False
1299,1299,42,admin_,married,university_degree,False,True
1300,1300,39,blue-collar,married,basic_6y,False,True
1301,1301,33,services,married,university_degree,False,True
1302,1302,38,unemployed,married,high_school,False,False
1303,1303,30,admin_,divorced,university_degree,False,False
1304,1304,31,blue-collar,divorced,professional_course,False,True
1305,1305,39,management,married,university_degree,False,False
1306,1306,37,blue-collar,married,unknown,False,True
1307,1307,48,blue-collar,married,basic_4y,False,False
1308,1308,32,services,married,high_school,False,False
1309,1309,48,blue-collar,married,basic_6y,False,True
1310,1310,37,technician,single,university_degree,False,True
1311,1311,37,technician,single,university_degree,False,False
1312,1312,26,services,divorced,basic_6y,False,False
1313,1313,33,management,married,high_school,False,False
1314,1314,54,admin_,married,university_degree,False,True
1315,1315,37,blue-collar,married,basic_9y,False,True
1316,1316,35,entrepreneur,married,university_degree,False,True
1317,1317,45,admin_,married,university_degree,False,False
1318,1318,33,services,single,high_school,False,True
1319,1319,54,admin_,married,university_degree,False,False
1320,1320,37,blue-collar,married,basic_4y,False,False
1321,1321,35,blue-collar,married,basic_9y,False,False
1322,1322,33,blue-collar,divorced,basic_6y,False,True
1323,1323,49,technician,married,professional_course,False,False
1324,1324,43,technician,married,university_degree,False,True
1325,1325,43,entrepreneur,married,university_degree,False,False
1326,1326,39,blue-collar,married,basic_6y,False,False
1327,1327,47,blue-collar,married,basic_9y,False,True
1328,1328,30,services,divorced,high_school,False,False
1329,1329,51,admin_,divorced,university_degree,False,True
1330,1330,59,blue-collar,married,basic_6y,False,True
1331,1331,31,blue-collar,married,basic_9y,False,True
1332,1332,39,unemployed,married,university_degree,False,True
1333,1333,43,blue-collar,married,basic_6y,False,False
1334,1334,30,blue-collar,married,basic_9y,False,True
1335,1335,37,blue-collar,married,professional_course,False,False
1336,1336,42,blue-collar,married,basic_6y,False,False
1337,1337,37,blue-collar,married,professional_course,False,True
1338,1338,37,admin_,divorced,university_degree,False,True
1339,1339,37,blue-collar,single,basic_6y,False,True
1340,1340,36,management,single,basic_6y,False,False
1341,1341,48,blue-collar,married,basic_9y,False,True
1342,1342,43,services,married,high_school,False,False
1343,1343,28,blue-collar,married,basic_6y,False,False
1344,1344,30,admin_,divorced,high_school,False,True
1345,1345,60,entrepreneur,married,basic_4y,False,True
1346,1346,31,blue-collar,married,basic_9y,False,False
1347,1347,38,entrepreneur,married,university_degree,False,False
1348,1348,50,technician,married,high_school,False,True
1349,1349,36,blue-collar,married,basic_9y,False,True
1350,1350,50,unemployed,married,professional_course,False,False
1351,1351,54,entrepreneur,married,basic_4y,False,False
1352,1352,33,management,married,university_degree,False,False
1353,1353,20,entrepreneur,single,high_school,False,False
1354,1354,24,blue-collar,married,basic_9y,False,True
1355,1355,28,management,single,unknown,False,True
1356,1356,55,housemaid,married,basic_4y,False,True
1357,1357,25,blue-collar,married,high_school,False,False
1358,1358,41,admin_,married,basic_9y,False,True
1359,1359,39,blue-collar,married,basic_6y,False,True
1360,1360,27,blue-collar,married,basic_9y,False,True
1361,1361,27,blue-collar,married,basic_9y,False,False
1362,1362,34,blue-collar,married,basic_6y,False,True
1363,1363,25,technician,single,professional_course,False,False
1364,1364,48,management,married,university_degree,False,True
1365,1365,36,blue-collar,single,basic_6y,False,False
1366,1366,36,blue-collar,married,basic_9y,False,False
1367,1367,27,blue-collar,married,basic_9y,False,False
1368,1368,45,management,married,university_degree,False,True
1369,1369,28,blue-collar,married,basic_6y,False,True
1370,1370,30,technician,single,basic_6y,False,True
1371,1371,43,blue-collar,married,basic_4y,False,False
1372,1372,32,admin_,single,high_school,False,False
1373,1373,29,services,single,basic_9y,False,False
1374,1374,35,blue-collar,married,basic_9y,False,False
1375,1375,43,admin_,married,high_school,False,True
1376,1376,35,unknown,married,basic_9y,False,False
1377,1377,36,admin_,married,high_school,False,True
1378,1378,36,admin_,married,high_school,False,False
1379,1379,48,admin_,married,high_school,False,False
1380,1380,38,blue-collar,single,basic_4y,False,False
1381,1381,38,blue-collar,single,basic_9y,False,False
1382,1382,45,admin_,married,high_school,False,True
1383,1383,35,technician,married,professional_course,False,False
1384,1384,42,services,married,high_school,False,False
1385,1385,56,blue-collar,married,basic_4y,False,False
1386,1386,30,technician,married,professional_course,False,False
1387,1387,45,blue-collar,married,basic_4y,False,True
1388,1388,39,services,single,high_school,False,False
1389,1389,36,blue-collar,married,basic_6y,False,False
1390,1390,32,admin_,married,university_degree,False,False
1391,1391,29,admin_,single,high_school,False,False
1392,1392,34,blue-collar,married,basic_9y,False,False
1393,1393,36,self-employed,single,basic_6y,False,False
1394,1394,33,management,married,high_school,False,False
1395,1395,43,unemployed,married,basic_4y,False,False
1396,1396,31,services,married,basic_6y,False,False
1397,1397,35,blue-collar,married,basic_6y,False,False
1398,1398,42,admin_,married,university_degree,False,False
1399,1399,35,blue-collar,married,basic_6y,False,False
1400,1400,44,blue-collar,married,basic_4y,False,False
1401,1401,36,technician,divorced,professional_course,False,True
1402,1402,47,admin_,married,university_degree,False,False
1403,1403,59,technician,married,professional_course,False,False
1404,1404,29,blue-collar,single,high_school,False,False
1405,1405,30,services,single,high_school,False,False
1406,1406,38,blue-collar,married,basic_9y,False,False
1407,1407,45,management,single,university_degree,False,False
1408,1408,28,self-employed,single,university_degree,False,False
1409,1409,37,blue-collar,married,basic_4y,False,False
1410,1410,38,entrepreneur,married,basic_6y,False,True
1411,1411,28,admin_,single,basic_9y,False,True
1412,1412,31,technician,divorced,professional_course,False,True
1413,1413,37,blue-collar,married,basic_4y,False,True
1414,1414,36,housemaid,divorced,university_degree,False,False
1415,1415,54,housemaid,married,basic_9y,False,True
1416,1416,53,retired,married,basic_6y,False,False
1417,1417,43,unemployed,married,basic_9y,False,True
1418,1418,49,admin_,married,high_school,False,False
1419,1419,32,self-employed,divorced,professional_course,False,False
1420,1420,36,services,married,high_school,False,True
1421,1421,50,blue-collar,single,basic_9y,False,True
1422,1422,51,blue-collar,divorced,basic_9y,False,False
1423,1423,38,blue-collar,married,basic_4y,False,True
1424,1424,44,self-employed,married,professional_course,False,False
1425,1425,29,blue-collar,married,high_school,False,False
1426,1426,46,blue-collar,divorced,basic_6y,False,False
1427,1427,32,unemployed,divorced,basic_4y,False,False
1428,1428,43,blue-collar,divorced,basic_4y,False,False
1429,1429,53,admin_,married,university_degree,False,False
1430,1430,43,blue-collar,married,basic_6y,False,False
1431,1431,35,services,single,basic_4y,False,False
1432,1432,49,admin_,divorced,basic_9y,False,True
1433,1433,35,blue-collar,married,basic_6y,False,True
1434,1434,40,services,single,professional_course,False,False
1435,1435,29,services,divorced,high_school,False,False
1436,1436,43,blue-collar,married,basic_4y,False,False
1437,1437,47,blue-collar,married,basic_6y,False,False
1438,1438,38,technician,married,university_degree,False,False
1439,1439,48,technician,married,professional_course,False,True
1440,1440,53,retired,married,high_school,False,True
1441,1441,53,management,married,university_degree,False,True
1442,1442,51,blue-collar,married,basic_9y,False,True
1443,1443,35,services,married,basic_9y,False,True
1444,1444,31,entrepreneur,divorced,high_school,False,True
1445,1445,46,entrepreneur,married,basic_4y,False,False
1446,1446,28,blue-collar,married,basic_6y,False,True
1447,1447,38,admin_,married,basic_9y,False,True
1448,1448,28,self-employed,single,university_degree,False,True
1449,1449,50,technician,married,professional_course,False,True
1450,1450,32,management,single,university_degree,False,False
1451,1451,31,blue-collar,divorced,basic_4y,False,True
1452,1452,39,blue-collar,married,basic_9y,False,False
1453,1453,41,blue-collar,married,basic_9y,False,False
1454,1454,31,admin_,married,high_school,False,True
1455,1455,54,blue-collar,married,basic_9y,False,False
1456,1456,34,blue-collar,married,basic_6y,False,False
1457,1457,51,services,married,high_school,False,True
1458,1458,45,blue-collar,single,basic_9y,False,False
1459,1459,32,admin_,divorced,high_school,False,False
1460,1460,28,student,married,university_degree,False,False
1461,1461,40,management,married,university_degree,False,True
1462,1462,55,admin_,divorced,university_degree,False,True
1463,1463,41,self-employed,single,university_degree,False,False
1464,1464,57,services,divorced,high_school,False,False
1465,1465,44,entrepreneur,married,high_school,False,True
1466,1466,29,blue-collar,single,high_school,False,True
1467,1467,38,admin_,single,university_degree,False,False
1468,1468,34,blue-collar,married,basic_4y,False,True
1469,1469,36,technician,single,university_degree,False,True
1470,1470,39,services,divorced,high_school,False,True
1471,1471,30,blue-collar,married,basic_9y,False,True
1472,1472,35,services,married,basic_9y,False,False
1473,1473,60,entrepreneur,married,basic_4y,False,False
1474,1474,35,blue-collar,married,basic_9y,False,True
1475,1475,38,self-employed,single,university_degree,False,False
1476,1476,57,blue-collar,divorced,professional_course,False,False
1477,1477,44,technician,divorced,unknown,False,False
1478,1478,40,entrepreneur,married,basic_9y,False,True
1479,1479,46,technician,divorced,basic_9y,False,True
1480,1480,50,technician,married,professional_course,False,True
1481,1481,45,management,married,university_degree,False,True
1482,1482,57,services,married,basic_6y,False,False
1483,1483,35,admin_,single,basic_6y,False,True
1484,1484,38,blue-collar,married,basic_6y,False,False
1485,1485,30,services,divorced,high_school,False,True
1486,1486,25,services,divorced,high_school,False,False
1487,1487,52,self-employed,single,university_degree,False,True
1488,1488,37,technician,single,university_degree,False,True
1489,1489,60,retired,divorced,high_school,False,True
1490,1490,42,blue-collar,married,basic_4y,False,False
1491,1491,37,blue-collar,married,professional_course,False,True
1492,1492,43,services,married,high_school,False,False
1493,1493,33,services,unknown,high_school,False,True
1494,1494,32,technician,married,professional_course,False,True
1495,1495,41,technician,married,professional_course,False,False
1496,1496,37,blue-collar,married,basic_6y,False,False
1497,1497,39,blue-collar,married,basic_9y,False,False
1498,1498,36,services,married,high_school,False,False
1499,1499,38,blue-collar,married,basic_6y,False,False
1500,1500,33,admin_,married,high_school,False,True
1501,1501,41,services,divorced,high_school,False,True
1502,1502,58,services,married,basic_4y,False,False
1503,1503,44,blue-collar,single,basic_9y,False,False
1504,1504,36,blue-collar,married,basic_9y,False,False
1505,1505,33,admin_,married,high_school,False,True
1506,1506,30,technician,married,professional_course,False,False
1507,1507,44,blue-collar,married,basic_9y,False,False
1508,1508,32,admin_,married,high_school,False,True
1509,1509,38,admin_,married,basic_9y,False,False
1510,1510,41,blue-collar,married,professional_course,False,True
1511,1511,40,services,married,basic_9y,False,False
1512,1512,33,blue-collar,married,basic_6y,False,True
1513,1513,28,admin_,single,university_degree,False,True
1514,1514,46,blue-collar,married,basic_4y,False,False
1515,1515,35,technician,married,university_degree,False,True
1516,1516,40,admin_,married,university_degree,False,True
1517,1517,36,services,married,high_school,False,True
1518,1518,38,management,married,university_degree,False,False
1519,1519,36,services,married,high_school,False,True
1520,1520,40,admin_,married,high_school,False,True
1521,1521,31,services,married,basic_9y,False,True
1522,1522,47,technician,married,professional_course,False,True
1523,1523,35,technician,single,professional_course,False,True
1524,1524,29,admin_,single,university_degree,False,False
1525,1525,29,blue-collar,single,high_school,False,True
1526,1526,35,self-employed,married,university_degree,False,False
1527,1527,33,services,single,basic_6y,False,False
1528,1528,41,management,divorced,university_degree,False,True
1529,1529,54,admin_,married,university_degree,False,True
1530,1530,31,admin_,single,university_degree,False,False
1531,1531,55,technician,married,university_degree,False,True
1532,1532,38,admin_,married,high_school,False,False
1533,1533,41,services,married,high_school,False,False
1534,1534,49,unemployed,married,university_degree,False,True
1535,1535,39,services,married,high_school,False,True
1536,1536,34,blue-collar,divorced,professional_course,False,False
1537,1537,39,services,divorced,high_school,False,True
1538,1538,37,services,married,high_school,False,False
1539,1539,45,blue-collar,married,high_school,False,True
1540,1540,49,admin_,married,university_degree,False,True
1541,1541,43,blue-collar,married,basic_4y,False,False
1542,1542,40,management,married,high_school,False,False
1543,1543,42,admin_,married,university_degree,False,True
1544,1544,47,services,single,high_school,False,False
1545,1545,56,entrepreneur,married,university_degree,False,True
1546,1546,43,management,married,university_degree,False,False
1547,1547,34,blue-collar,married,basic_9y,False,False
1548,1548,29,admin_,divorced,university_degree,False,False
1549,1549,53,entrepreneur,married,university_degree,False,True
1550,1550,50,entrepreneur,married,basic_9y,False,True
1551,1551,51,self-employed,married,university_degree,False,False
1552,1552,20,entrepreneur,single,high_school,False,False
1553,1553,41,blue-collar,married,professional_course,False,True
1554,1554,47,blue-collar,married,basic_9y,False,True
1555,1555,48,technician,married,professional_course,False,True
1556,1556,29,entrepreneur,married,university_degree,False,True
1557,1557,28,technician,single,professional_course,False,True
1558,1558,31,blue-collar,single,professional_course,False,False
1559,1559,29,blue-collar,single,basic_6y,False,False
1560,1560,42,blue-collar,married,basic_4y,False,True
1561,1561,40,blue-collar,single,basic_6y,False,False
1562,1562,33,management,married,university_degree,False,False
1563,1563,33,services,single,professional_course,False,False
1564,1564,34,management,divorced,basic_6y,False,True
1565,1565,36,admin_,married,high_school,False,True
1566,1566,35,admin_,married,university_degree,False,True
1567,1567,38,technician,divorced,professional_course,False,True
1568,1568,31,blue-collar,single,basic_9y,False,False
1569,1569,30,blue-collar,married,basic_6y,False,False
1570,1570,42,admin_,single,university_degree,False,False
1571,1571,27,technician,single,high_school,False,True
1572,1572,39,retired,single,high_school,False,False
1573,1573,38,admin_,married,high_school,False,True
1574,1574,30,management,married,university_degree,False,True
1575,1575,52,housemaid,married,university_degree,False,True
1576,1576,38,admin_,married,high_school,False,True
1577,1577,54,technician,married,basic_9y,False,False
1578,1578,29,admin_,single,university_degree,False,True
1579,1579,32,blue-collar,married,basic_9y,False,False
1580,1580,28,admin_,married,high_school,False,False
1581,1581,30,admin_,married,high_school,False,True
1582,1582,44,technician,married,professional_course,False,False
1583,1583,37,blue-collar,married,basic_4y,False,False
1584,1584,48,admin_,married,professional_course,False,True
1585,1585,25,blue-collar,married,professional_course,False,False
1586,1586,49,blue-collar,married,basic_4y,False,False
1587,1587,60,technician,married,university_degree,False,True
1588,1588,29,admin_,single,high_school,False,False
1589,1589,55,technician,married,basic_9y,False,False
1590,1590,41,blue-collar,married,basic_9y,False,True
1591,1591,39,services,single,high_school,False,False
1592,1592,39,management,married,high_school,False,False
1593,1593,31,admin_,married,university_degree,False,True
1594,1594,38,services,married,high_school,False,False
1595,1595,32,technician,married,university_degree,False,True
1596,1596,53,housemaid,divorced,basic_6y,False,False
1597,1597,37,admin_,married,high_school,False,False
1598,1598,34,self-employed,married,professional_course,False,False
1599,1599,31,admin_,married,high_school,False,True
1600,1600,39,unemployed,married,high_school,False,False
1601,1601,39,unemployed,married,high_school,False,True
1602,1602,39,unemployed,married,high_school,False,True
1603,1603,37,admin_,married,high_school,False,True
1604,1604,30,blue-collar,married,basic_4y,False,False
1605,1605,32,blue-collar,married,professional_course,False,False
1606,1606,37,technician,married,basic_9y,False,False
1607,1607,27,blue-collar,married,university_degree,False,False
1608,1608,32,unknown,unknown,university_degree,False,False
1609,1609,33,blue-collar,single,basic_9y,False,True
1610,1610,47,blue-collar,single,basic_4y,False,False
1611,1611,40,blue-collar,married,basic_9y,False,False
1612,1612,38,blue-collar,married,basic_4y,False,True
1613,1613,33,services,married,high_school,False,False
1614,1614,54,admin_,married,university_degree,False,False
1615,1615,51,services,married,high_school,False,True
1616,1616,41,blue-collar,single,basic_9y,False,True
1617,1617,51,blue-collar,married,high_school,False,False
1618,1618,55,services,married,high_school,False,True
1619,1619,39,admin_,single,high_school,False,True
1620,1620,37,self-employed,married,basic_9y,False,True
1621,1621,39,blue-collar,married,basic_9y,False,True
1622,1622,33,management,married,university_degree,False,False
1623,1623,33,management,married,university_degree,False,False
1624,1624,59,management,married,university_degree,False,False
1625,1625,55,technician,married,basic_9y,False,True
1626,1626,53,blue-collar,married,basic_9y,False,True
1627,1627,36,services,married,basic_6y,False,False
1628,1628,40,services,married,high_school,False,False
1629,1629,37,technician,single,professional_course,False,False
1630,1630,56,housemaid,divorced,high_school,False,False
1631,1631,32,admin_,married,high_school,False,True
1632,1632,38,management,married,basic_9y,False,False
1633,1633,28,services,married,high_school,False,False
1634,1634,30,blue-collar,married,basic_9y,False,True
1635,1635,45,management,married,basic_4y,False,True
1636,1636,60,housemaid,married,high_school,False,False
1637,1637,32,student,single,university_degree,False,False
1638,1638,39,unemployed,single,basic_9y,False,True
1639,1639,56,services,married,basic_4y,False,True
1640,1640,31,blue-collar,married,basic_9y,False,False
1641,1641,20,entrepreneur,single,high_school,False,False
1642,1642,42,blue-collar,married,basic_6y,False,False
1643,1643,46,admin_,married,university_degree,False,True
1644,1644,28,technician,single,university_degree,False,False
1645,1645,41,admin_,single,university_degree,False,False
1646,1646,33,admin_,divorced,basic_9y,False,False
1647,1647,43,admin_,married,university_degree,False,True
1648,1648,43,admin_,married,university_degree,False,False
1649,1649,47,unemployed,married,high_school,False,True
1650,1650,24,technician,single,professional_course,False,False
1651,1651,31,blue-collar,married,basic_4y,False,False
1652,1652,25,services,divorced,high_school,False,False
1653,1653,35,blue-collar,married,basic_6y,False,False
1654,1654,58,blue-collar,married,basic_4y,False,False
1655,1655,35,blue-collar,married,professional_course,False,True
1656,1656,35,blue-collar,married,basic_9y,False,False
1657,1657,25,admin_,married,high_school,False,False
1658,1658,31,blue-collar,married,basic_4y,False,False
1659,1659,39,admin_,married,basic_9y,False,False
1660,1660,39,blue-collar,married,basic_6y,False,True
1661,1661,37,blue-collar,married,basic_9y,False,True
1662,1662,36,unemployed,divorced,professional_course,False,True
1663,1663,45,unemployed,married,high_school,False,True
1664,1664,30,blue-collar,married,basic_9y,False,True
1665,1665,60,retired,married,high_school,False,False
1666,1666,37,admin_,divorced,university_degree,False,False
1667,1667,28,services,single,high_school,False,True
1668,1668,45,admin_,married,basic_9y,False,True
1669,1669,31,entrepreneur,single,basic_9y,False,False
1670,1670,49,unemployed,single,professional_course,False,False
1671,1671,46,unknown,married,basic_4y,False,False
1672,1672,36,services,divorced,university_degree,False,False
1673,1673,33,technician,divorced,professional_course,False,True
1674,1674,27,services,single,high_school,False,False
1675,1675,60,retired,married,university_degree,False,False
1676,1676,60,retired,married,university_degree,False,True
1677,1677,27,services,single,high_school,False,False
1678,1678,39,blue-collar,married,high_school,False,True
1679,1679,39,services,married,high_school,False,True
1680,1680,35,unknown,single,basic_4y,False,False
1681,1681,56,admin_,single,high_school,False,False
1682,1682,39,admin_,married,university_degree,False,True
1683,1683,35,entrepreneur,married,basic_9y,False,False
1684,1684,35,technician,divorced,high_school,False,False
1685,1685,58,management,married,unknown,False,True
1686,1686,29,management,single,university_degree,False,True
1687,1687,32,blue-collar,married,high_school,False,False
1688,1688,35,management,married,university_degree,False,True
1689,1689,26,admin_,married,high_school,False,True
1690,1690,31,technician,married,professional_course,False,False
1691,1691,33,blue-collar,married,basic_6y,False,True
1692,1692,39,blue-collar,divorced,basic_9y,False,True
1693,1693,49,blue-collar,married,basic_6y,False,True
1694,1694,31,admin_,married,high_school,False,False
1695,1695,31,admin_,married,high_school,False,False
1696,1696,49,blue-collar,married,basic_4y,False,False
1697,1697,49,blue-collar,married,basic_4y,False,False
1698,1698,31,entrepreneur,married,basic_9y,False,False
1699,1699,36,management,married,basic_9y,False,False
1700,1700,52,management,married,professional_course,False,False
1701,1701,37,blue-collar,single,unknown,False,False
1702,1702,40,blue-collar,divorced,basic_9y,False,False
1703,1703,36,blue-collar,single,basic_4y,False,False
1704,1704,34,technician,single,professional_course,False,False
1705,1705,39,management,single,university_degree,False,False
1706,1706,39,management,single,university_degree,False,False
1707,1707,58,retired,divorced,university_degree,False,True
1708,1708,56,services,married,high_school,False,False
1709,1709,29,blue-collar,single,basic_9y,False,False
1710,1710,39,admin_,married,high_school,False,False
1711,1711,31,technician,married,professional_course,False,False
1712,1712,60,management,married,university_degree,False,False
1713,1713,39,blue-collar,married,basic_6y,False,True
1714,1714,49,admin_,divorced,high_school,False,True
1715,1715,45,unemployed,married,high_school,False,False
1716,1716,32,blue-collar,married,high_school,False,True
1717,1717,41,technician,married,high_school,False,False
1718,1718,32,services,married,high_school,False,False
1719,1719,46,services,married,professional_course,False,False
1720,1720,28,services,single,basic_9y,False,False
1721,1721,51,blue-collar,married,basic_9y,False,False
1722,1722,50,services,single,high_school,False,False
1723,1723,35,admin_,married,professional_course,False,True
1724,1724,24,services,single,high_school,False,True
1725,1725,51,blue-collar,married,basic_9y,False,False
1726,1726,59,admin_,married,university_degree,False,False
1727,1727,33,technician,married,professional_course,False,False
1728,1728,36,unemployed,single,basic_4y,False,False
1729,1729,24,services,single,high_school,False,False
1730,1730,30,blue-collar,single,basic_9y,False,True
1731,1731,49,admin_,married,university_degree,False,False
1732,1732,38,technician,married,professional_course,False,True
1733,1733,34,admin_,married,university_degree,False,True
1734,1734,25,technician,single,professional_course,False,True
1735,1735,35,unemployed,married,basic_9y,False,False
1736,1736,43,entrepreneur,married,high_school,False,True
1737,1737,36,unemployed,single,basic_4y,False,False
1738,1738,36,unemployed,single,basic_4y,False,False
1739,1739,37,technician,married,professional_course,False,True
1740,1740,36,self-employed,married,university_degree,False,False
1741,1741,32,admin_,divorced,high_school,False,True
1742,1742,33,blue-collar,single,high_school,False,False
1743,1743,42,services,married,high_school,False,False
1744,1744,37,admin_,married,high_school,False,True
1745,1745,35,admin_,married,high_school,False,False
1746,1746,50,admin_,married,high_school,False,True
1747,1747,48,admin_,married,high_school,False,True
1748,1748,50,management,single,university_degree,False,True
1749,1749,39,technician,divorced,professional_course,False,True
1750,1750,33,management,single,university_degree,False,False
1751,1751,29,admin_,married,high_school,False,False
1752,1752,33,admin_,married,high_school,False,True
1753,1753,41,admin_,single,university_degree,False,True
1754,1754,46,blue-collar,married,basic_4y,False,True
1755,1755,27,services,single,high_school,False,False
1756,1756,42,admin_,single,basic_9y,False,False
1757,1757,44,admin_,married,high_school,False,True
1758,1758,37,housemaid,married,high_school,False,False
1759,1759,24,services,single,high_school,False,False
1760,1760,30,blue-collar,married,basic_6y,False,True
1761,1761,53,management,married,basic_4y,False,True
1762,1762,36,entrepreneur,married,university_degree,False,False
1763,1763,24,services,single,high_school,False,True
1764,1764,49,entrepreneur,married,high_school,False,False
1765,1765,41,blue-collar,married,high_school,False,True
1766,1766,40,admin_,married,high_school,False,True
1767,1767,40,housemaid,married,basic_4y,False,True
1768,1768,49,entrepreneur,married,high_school,False,False
1769,1769,25,admin_,single,high_school,False,True
1770,1770,34,management,married,university_degree,False,True
1771,1771,34,technician,married,professional_course,False,True
1772,1772,28,blue-collar,single,basic_6y,False,False
1773,1773,39,admin_,married,basic_9y,False,True
1774,1774,34,technician,married,professional_course,False,False
1775,1775,36,technician,married,professional_course,False,False
1776,1776,60,technician,divorced,professional_course,False,True
1777,1777,32,retired,married,high_school,False,False
1778,1778,40,housemaid,divorced,high_school,False,False
1779,1779,56,blue-collar,married,basic_6y,False,False
1780,1780,36,technician,married,professional_course,False,True
1781,1781,27,entrepreneur,married,university_degree,False,False
1782,1782,33,blue-collar,single,basic_9y,False,True
1783,1783,36,technician,married,professional_course,False,False
1784,1784,47,blue-collar,married,basic_4y,False,False
1785,1785,47,blue-collar,married,basic_4y,False,True
1786,1786,40,unemployed,married,basic_9y,False,True
1787,1787,30,blue-collar,married,basic_9y,False,True
1788,1788,37,housemaid,married,basic_4y,False,True
1789,1789,39,technician,married,professional_course,False,False
1790,1790,58,blue-collar,married,basic_9y,False,False
1791,1791,32,admin_,married,university_degree,False,False
1792,1792,34,blue-collar,married,basic_9y,False,True
1793,1793,43,blue-collar,married,basic_4y,False,False
1794,1794,30,technician,married,professional_course,False,True
1795,1795,52,admin_,married,university_degree,False,False
1796,1796,46,blue-collar,divorced,basic_9y,False,True
1797,1797,32,admin_,single,university_degree,False,True
1798,1798,53,self-employed,married,university_degree,False,False
1799,1799,45,blue-collar,married,basic_9y,False,False
1800,1800,31,blue-collar,married,basic_9y,False,False
1801,1801,51,technician,married,professional_course,False,False
1802,1802,45,admin_,married,high_school,False,False
1803,1803,32,admin_,married,high_school,False,False
1804,1804,43,admin_,married,high_school,False,True
1805,1805,34,admin_,married,high_school,False,True
1806,1806,25,blue-collar,single,basic_4y,False,True
1807,1807,41,management,married,unknown,False,True
1808,1808,25,blue-collar,single,basic_4y,False,False
1809,1809,43,admin_,married,university_degree,False,True
1810,1810,34,blue-collar,married,basic_9y,False,True
1811,1811,44,admin_,married,basic_9y,False,False
1812,1812,59,admin_,married,university_degree,False,False
1813,1813,39,technician,divorced,professional_course,False,False
1814,1814,52,management,married,high_school,False,True
1815,1815,50,blue-collar,married,basic_4y,False,False
1816,1816,42,admin_,divorced,university_degree,False,True
1817,1817,30,technician,married,university_degree,False,False
1818,1818,49,services,married,high_school,False,True
1819,1819,44,blue-collar,single,basic_6y,False,True
1820,1820,41,technician,married,university_degree,False,True
1821,1821,27,services,single,high_school,False,True
1822,1822,32,admin_,single,university_degree,False,True
1823,1823,27,admin_,single,high_school,False,True
1824,1824,29,management,single,university_degree,False,False
1825,1825,53,admin_,married,university_degree,False,True
1826,1826,30,blue-collar,single,basic_9y,False,True
1827,1827,29,management,single,university_degree,False,True
1828,1828,32,technician,single,university_degree,False,False
1829,1829,55,admin_,divorced,university_degree,False,True
1830,1830,39,admin_,married,university_degree,False,True
1831,1831,37,blue-collar,single,high_school,False,False
1832,1832,26,admin_,married,university_degree,False,True
1833,1833,52,self-employed,married,university_degree,False,False
1834,1834,28,admin_,single,university_degree,False,True
1835,1835,33,management,single,university_degree,False,True
1836,1836,60,management,married,university_degree,False,False
1837,1837,45,blue-collar,married,basic_4y,False,True
1838,1838,32,admin_,single,university_degree,False,True
1839,1839,50,unemployed,married,basic_9y,False,True
1840,1840,47,management,divorced,basic_4y,False,False
1841,1841,40,technician,married,university_degree,False,False
1842,1842,45,services,married,high_school,False,False
1843,1843,52,blue-collar,married,basic_9y,False,True
1844,1844,43,management,married,unknown,False,False
1845,1845,40,blue-collar,married,basic_6y,False,True
1846,1846,43,blue-collar,single,basic_9y,False,True
1847,1847,28,blue-collar,single,basic_9y,False,True
1848,1848,36,technician,married,professional_course,False,True
1849,1849,37,services,married,high_school,False,True
1850,1850,32,admin_,single,university_degree,False,False
1851,1851,26,technician,married,high_school,False,True
1852,1852,35,admin_,married,high_school,False,True
1853,1853,56,admin_,married,university_degree,False,False
1854,1854,56,blue-collar,married,basic_4y,False,False
1855,1855,37,entrepreneur,single,university_degree,False,False
1856,1856,43,technician,single,professional_course,False,False
1857,1857,41,housemaid,married,high_school,False,True
1858,1858,55,unemployed,single,basic_4y,False,False
1859,1859,43,technician,single,professional_course,False,False
1860,1860,29,unknown,married,university_degree,False,False
1861,1861,31,services,married,high_school,False,True
1862,1862,39,admin_,single,university_degree,False,False
1863,1863,38,blue-collar,single,basic_9y,False,True
1864,1864,56,admin_,married,high_school,False,True
1865,1865,36,entrepreneur,married,unknown,False,True
1866,1866,54,management,married,basic_4y,False,False
1867,1867,34,admin_,married,university_degree,False,True
1868,1868,28,services,single,basic_9y,False,True
1869,1869,34,blue-collar,married,basic_4y,False,True
1870,1870,45,blue-collar,married,basic_9y,False,True
1871,1871,59,admin_,married,university_degree,False,True
1872,1872,46,blue-collar,married,professional_course,False,True
1873,1873,25,blue-collar,married,basic_9y,False,True
1874,1874,33,admin_,divorced,university_degree,False,False
1875,1875,27,admin_,married,university_degree,False,True
1876,1876,33,admin_,divorced,university_degree,False,False
